Nr,Tweets,bow
29284,"['home', 'vibes']","[(19, 1), (2325, 1)]"
29285,"['sovereigncee', 'baby', 'april', 'ready', 'asap', 'rona']","[(196, 1), (308, 1), (758, 1), (1262, 1), (4436, 1), (9291, 1)]"
29287,"['peter', 'strzok', 'eminem', 'lose', 'yourself']","[(614, 1), (615, 1), (616, 1), (617, 1), (618, 1)]"
29289,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29292,['texas'],"[(121, 1)]"
29293,"['spinel', 'spinel', 'evil']","[(350, 1), (8660, 2)]"
29294,"['understated', 'horror']","[(7283, 1), (7284, 1)]"
29297,"['chevron', 'mike', 'wirth', 'permian', 'opec', 'countries']","[(142, 1), (1721, 1), (4703, 1), (6981, 1), (9066, 1), (9067, 1)]"
29298,"['word', 'coronavirus', 'pastor', 'john']","[(259, 1), (593, 1), (682, 1), (2807, 1)]"
29299,"['jitenkaa', 'school', 'level']","[(95, 1), (165, 1), (7826, 1)]"
29300,"['changed', 'soocial', 'media', 'engagement', 'sprout', 'social']","[(98, 1), (151, 1), (2536, 1), (8478, 1), (9292, 1), (9293, 1)]"
29301,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29303,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29304,"['mullahs', 'mullahs']","[(9294, 2)]"
29305,['morning'],"[(224, 1)]"
29307,"['current', 'situation', 'hotel', 'industry', 'operati']","[(1477, 1), (1961, 1), (9212, 1), (9261, 1), (9262, 1)]"
29309,['ohhhh'],"[(9263, 1)]"
29310,"['america', 'agre']","[(1184, 1), (9264, 1)]"
29311,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29312,"['cvrllyq', 'happy', 'birthday']","[(44, 1), (45, 1), (9265, 1)]"
29315,['abbott'],"[(1243, 1)]"
29316,"['blue', 'wave']","[(77, 1), (279, 1)]"
29318,['nolimitdior'],"[(9295, 1)]"
29320,['handful'],"[(9296, 1)]"
29321,['joesquawk'],"[(9297, 1)]"
29323,['workout'],"[(1006, 1)]"
29324,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
29325,['looooooong'],"[(1999, 1)]"
29326,['miriam'],"[(9298, 1)]"
29327,['assault'],"[(5377, 1)]"
29329,"['model', 'stifel']","[(1554, 1), (8658, 1)]"
29330,"['rabit', 'tape', 'safety', 'bandcamp']","[(1035, 1), (3683, 1), (6154, 1), (9299, 1)]"
29331,"['zero', 'mortgage', 'daily']","[(401, 1), (589, 1), (5302, 1)]"
29333,"['nvmmmmm', 'friday']","[(258, 1), (9300, 1)]"
29334,"['nicosaesthetics', 'mesh']","[(549, 1), (574, 1)]"
29335,['basic'],"[(1571, 1)]"
29337,['friday'],"[(258, 1)]"
29339,"['dolph', 'live', 'kshz', 'slaughtahouze', 'radio', 'slaughtahouze']","[(733, 1), (986, 1), (987, 1), (990, 2), (9301, 1)]"
29341,"['fathers', 'birthday', 'sunday', 'mario', 'tuesday', 'zays', 'daug']","[(44, 1), (969, 1), (2498, 1), (2809, 1), (9302, 1), (9303, 1), (9304, 1)]"
29342,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
29345,"['lipsoneric', 'welcome']","[(211, 1), (9305, 1)]"
29348,"['love', 'change']","[(302, 1), (924, 1)]"
29350,"['hyundai', 'santa', 'mazda', 'buddy', 'review', 'beat', 'toyota']","[(100, 1), (1846, 1), (1994, 1), (3567, 1), (5560, 1), (9306, 1), (9307, 1)]"
29351,"['cummins', 'comedic', 'delight']","[(9308, 1), (9309, 1), (9310, 1)]"
29352,"['push', 'challenge', 'person', 'coach']","[(495, 1), (771, 1), (1835, 1), (5227, 1)]"
29354,['money'],"[(1321, 1)]"
29355,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
29360,"['jacob', 'anderson', 'former', 'frat', 'president']","[(547, 1), (1001, 1), (1820, 1), (2234, 1), (2235, 1)]"
29362,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29363,['closet'],"[(3326, 1)]"
29364,"['month', 'favour']","[(128, 1), (3418, 1)]"
29365,"['mika', 'reade', 'allegations', 'true', 'tactics', 'morn']","[(86, 1), (1894, 1), (3452, 1), (7262, 1), (7849, 1), (7877, 1)]"
29366,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29367,"['america', 'michigan', 'whitmer', 'emergency', 'declaration']","[(187, 1), (398, 1), (1184, 1), (7438, 1), (9311, 1)]"
29368,"['celebrating', 'texas', 'independence', 'texas', 'breakfast', 'whataburger']","[(121, 2), (363, 1), (2849, 1), (3096, 1), (3297, 1)]"
29369,"['wolfejosh', 'credit', 'phds', 'depressi']","[(1084, 1), (9312, 1), (9313, 1), (9314, 1)]"
29370,"['ticketreseller', 'website', 'booking', 'cycle', 'easy']","[(484, 1), (943, 1), (3484, 1), (9315, 1), (9316, 1)]"
29372,['imbay'],"[(1757, 1)]"
29373,"['tajraw', 'happy', 'birthday']","[(44, 1), (45, 1), (9317, 1)]"
29376,"['happy', 'nationalprincipalday', 'communit']","[(45, 1), (9318, 1), (9319, 1)]"
29377,"['house', 'dassit']","[(571, 1), (9320, 1)]"
29381,['flame'],"[(169, 1)]"
29382,"['tommey', 'seth', 'scump', 'scumperjumperscumpy']","[(299, 1), (1327, 1), (1328, 1), (1329, 1)]"
29387,['mika'],"[(3452, 1)]"
29391,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29393,['twitter'],"[(27, 1)]"
29394,"['spinel', 'spinel', 'evil', 'spinelsgarden', 'steven', 'lose']","[(350, 1), (615, 1), (1145, 1), (8660, 2), (8661, 1)]"
29395,"['cruz', 'bill', 'contracts']","[(88, 1), (339, 1), (1125, 1)]"
29398,['armyseven'],"[(1063, 1)]"
29399,"['boys', 'remix']","[(215, 1), (216, 1)]"
29400,"['walkaway', 'maga']","[(92, 1), (93, 1)]"
29402,"['lmfaoooo', 'lawd']","[(1704, 1), (6734, 1)]"
29404,"['mika', 'reade', 'allegations', 'true', 'tactics', 'morn']","[(86, 1), (1894, 1), (3452, 1), (7262, 1), (7849, 1), (7877, 1)]"
29405,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29406,"['daisyv', 'hating', 'hoes']","[(9015, 1), (9321, 1), (9322, 1)]"
29407,"['lorenzo', 'positive', 'self', 'talk']","[(660, 1), (906, 1), (2853, 1), (5980, 1)]"
29409,"['gunntwitt', 'time']","[(76, 1), (5887, 1)]"
29410,"['terry', 'rangers', 'love', 'math', 'team']","[(302, 1), (1090, 1), (2547, 1), (2752, 1), (5171, 1)]"
29411,"['kasanoda', 'ouran', 'school', 'host', 'club', 'love']","[(165, 1), (302, 1), (611, 1), (3712, 1), (9323, 1), (9324, 1)]"
29412,"['pray', 'daily', 'salaah']","[(589, 1), (1412, 1), (1413, 1)]"
29413,"['dixonjos', 'music', 'taste']","[(79, 1), (1495, 1), (9325, 1)]"
29414,['trickfortazz'],"[(470, 1)]"
29415,"['screw', 'music']","[(79, 1), (4101, 1)]"
29416,"['reminder', 'hisd', 'houston', 'food', 'bank', 'food', 'distributions']","[(131, 1), (624, 2), (1959, 1), (2028, 1), (2942, 1), (6480, 1)]"
29418,"['mika', 'reade', 'allegations', 'true', 'tactics', 'morn']","[(86, 1), (1894, 1), (3452, 1), (7262, 1), (7849, 1), (7877, 1)]"
29419,"['tammy', 'duckworth', 'assault', 'allegations', 'biden']","[(576, 1), (5377, 1), (7262, 1), (9326, 1), (9327, 1)]"
29420,['akademiks'],"[(8351, 1)]"
29421,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
29422,"['lita', 'lita', 'woman']","[(321, 2), (322, 1)]"
29424,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
29426,"['katorszn', 'gold']","[(111, 1), (9328, 1)]"
29430,"['happy', 'birthday', 'avtweeps', 'avintheam']","[(44, 1), (45, 1), (9329, 1), (9330, 1)]"
29431,['bandcamp'],"[(1035, 1)]"
29434,"['yuhhh', 'plus', 'nofacenocase']","[(2649, 1), (9331, 1), (9332, 1)]"
29435,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
29436,"['muchmediocre', 'morning']","[(224, 1), (9333, 1)]"
29437,"['meaningful', 'content', 'featuring', 'conversations', 'arelmoodie', 'former']","[(1001, 1), (3222, 1), (6989, 1), (7682, 1), (9334, 1), (9335, 1)]"
29438,"['jhenderson', 'excellent', 'hour']","[(974, 1), (2122, 1), (9336, 1)]"
29439,"['original', 'press', 'video']","[(1291, 1), (1555, 1), (6381, 1)]"
29441,"['consistent', 'policy']","[(414, 1), (3500, 1)]"
29444,['bishopdonjulio'],"[(9337, 1)]"
29445,['roll'],"[(2466, 1)]"
29446,"['yeah', 'bigger']","[(2592, 1), (6604, 1)]"
29451,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29452,['mzhemingway'],"[(9338, 1)]"
29453,['nutshell'],"[(9339, 1)]"
29454,"['friend', 'trust']","[(325, 1), (1521, 1)]"
29455,['friday'],"[(258, 1)]"
29458,"['package', 'deal']","[(1302, 1), (8991, 1)]"
29459,"['thomaskaine', 'drumpf']","[(1405, 1), (9340, 1)]"
29461,"['model', 'stifel']","[(1554, 1), (8658, 1)]"
29462,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
29464,"['food', 'distribution', 'information']","[(63, 1), (624, 1), (2027, 1)]"
29466,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29467,"['friday', 'flashback', 'mungo', 'park', 'travels', 'interior', 'africa', 'scottish', 'explo']","[(258, 1), (395, 1), (2621, 1), (3824, 1), (8318, 1), (8319, 1), (8320, 1), (8321, 1), (8322, 1)]"
29468,['cjdeuce'],"[(5064, 1)]"
29469,"['covid', 'vaccine']","[(368, 1), (445, 1)]"
29470,['lawd'],"[(1704, 1)]"
29471,"['spinel', 'spinel', 'evil', 'spinelsgarden', 'steven']","[(350, 1), (1145, 1), (8660, 2), (8661, 1)]"
29472,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29473,"['kudos', 'gorgeous', 'network', 'security', 'strategy', 'visualization']","[(836, 1), (1165, 1), (3166, 1), (4852, 1), (4853, 1), (4854, 1)]"
29474,"['waffle', 'house', 'white', 'house', 'restaurants', 'reopen', 'america']","[(254, 1), (571, 2), (1184, 1), (1392, 1), (4407, 1), (5152, 1)]"
29476,"['chyna', 'bandzz', 'family', 'popular']","[(94, 1), (1124, 1), (1761, 1), (1762, 1)]"
29477,['friday'],"[(258, 1)]"
29478,['twitter'],"[(27, 1)]"
29479,['idea'],"[(687, 1)]"
29480,"['constant', 'concern', 'intelligent', 'person', 'nero', 'wolfe']","[(495, 1), (3139, 1), (3843, 1), (4384, 1), (6827, 1), (9341, 1)]"
29482,['rosegarza'],"[(9342, 1)]"
29483,"['relationship', 'status', 'single']","[(120, 1), (1595, 1), (8721, 1)]"
29484,"['jrubinblogger', 'tara', 'reade']","[(1894, 1), (1897, 1), (9343, 1)]"
29485,"['kobe', 'kobe', 'player']","[(73, 1), (516, 2)]"
29489,"['morning', 'morning']","[(224, 2)]"
29490,"['thomasfinesse', 'persons', 'character']","[(260, 1), (261, 1), (262, 1)]"
29491,"['left', 'esque', 'cries', 'fascism']","[(1628, 1), (9344, 1), (9345, 1), (9346, 1)]"
29493,['houston'],"[(131, 1)]"
29494,"['quiona', 'niecey']","[(9347, 1), (9348, 1)]"
29496,"['lubed', 'waffle', 'smash']","[(4407, 1), (9084, 1), (9349, 1)]"
29497,"['model', 'stifel']","[(1554, 1), (8658, 1)]"
29498,['southern'],"[(1384, 1)]"
29499,"['rabitmusic', 'tape', 'safety', 'bandcamp']","[(1035, 1), (3683, 1), (6154, 1), (9350, 1)]"
29500,"['restaurants', 'late', 'lunch', 'cold']","[(218, 1), (1392, 1), (1501, 1), (4503, 1)]"
29501,"['model', 'stifel']","[(1554, 1), (8658, 1)]"
29503,"['bryango', 'gottlieb', 'precciate']","[(9351, 1), (9352, 1), (9353, 1)]"
29504,['mess'],"[(1881, 1)]"
29505,"['battle', 'white', 'evangelicals']","[(254, 1), (4318, 1), (7819, 1)]"
29507,['blessed'],"[(1876, 1)]"
29508,['link'],"[(387, 1)]"
29509,"['carter', 'abuse']","[(428, 1), (2493, 1)]"
29510,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
29511,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29512,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
29513,"['adequate', 'sampling', 'lowe']","[(9354, 1), (9355, 1), (9356, 1)]"
29516,"['night', 'drink']","[(767, 1), (783, 1)]"
29518,"['deep', 'breath']","[(123, 1), (124, 1)]"
29519,['natural'],"[(424, 1)]"
29520,"['weeds', 'night']","[(783, 1), (9357, 1)]"
29521,"['park', 'episode']","[(395, 1), (983, 1)]"
29522,['photo'],"[(1466, 1)]"
29523,['realdonaldtrump'],"[(2206, 1)]"
29524,"['drizzydrew', 'bruhhhhh']","[(5917, 1), (9358, 1)]"
29525,"['allah', 'louisfarrakhan', 'ramadan']","[(1347, 1), (1602, 1), (9359, 1)]"
29526,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29527,"['month', 'favour']","[(128, 1), (3418, 1)]"
29528,"['natxox', 'entire', 'body']","[(135, 1), (832, 1), (9360, 1)]"
29529,"['request', 'trillion', 'coronavirus', 'pelosi']","[(118, 1), (682, 1), (3501, 1), (9361, 1)]"
29531,"['drake', 'album']","[(213, 1), (214, 1)]"
29532,"['dbeatmeoff', 'yessir']","[(8740, 1), (9362, 1)]"
29535,"['food', 'distribution', 'information']","[(63, 1), (624, 1), (2027, 1)]"
29537,['ramonroblesjr'],"[(9363, 1)]"
29538,"['texas', 'business', 'quarantine']","[(48, 1), (121, 1), (2666, 1)]"
29541,"['daily', 'basis']","[(589, 1), (2347, 1)]"
29545,['lmfaooooooooooo'],"[(7920, 1)]"
29546,['trickfortazz'],"[(470, 1)]"
29548,"['helmet', 'schwartz']","[(3256, 1), (9364, 1)]"
29549,['twitter'],"[(27, 1)]"
29550,"['viable', 'option', 'wooden', 'deck', 'wooden', 'house']","[(571, 1), (3146, 1), (3147, 1), (9365, 1), (9366, 2)]"
29552,"['life', 'perfect', 'time']","[(76, 1), (138, 1), (1003, 1)]"
29553,"['carlyynicoleee', 'love', 'coleslaw']","[(302, 1), (9367, 1), (9368, 1)]"
29555,"['chris', 'brown', 'drake']","[(214, 1), (471, 1), (472, 1)]"
29556,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29558,"['herbo', 'body', 'count']","[(832, 1), (833, 1), (4684, 1)]"
29559,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29560,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
29561,"['kagedanimal', 'poston', 'hard', 'harder']","[(83, 1), (9369, 1), (9370, 1), (9371, 1)]"
29562,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29563,['orangebubble'],"[(5856, 1)]"
29565,['jynx'],"[(9372, 1)]"
29566,"['wedding', 'reception']","[(3057, 1), (9373, 1)]"
29568,"['mika', 'reade', 'allegations', 'true', 'tactics', 'morn']","[(86, 1), (1894, 1), (3452, 1), (7262, 1), (7849, 1), (7877, 1)]"
29569,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29570,"['daisyv', 'hating', 'hoes']","[(9015, 1), (9321, 1), (9322, 1)]"
29571,"['lorenzo', 'positive', 'self', 'talk']","[(660, 1), (906, 1), (2853, 1), (5980, 1)]"
29573,"['gunntwitt', 'time']","[(76, 1), (5887, 1)]"
29574,"['terry', 'rangers', 'love', 'math', 'team']","[(302, 1), (1090, 1), (2547, 1), (2752, 1), (5171, 1)]"
29575,"['kasanoda', 'ouran', 'school', 'host', 'club', 'love']","[(165, 1), (302, 1), (611, 1), (3712, 1), (9323, 1), (9324, 1)]"
29576,"['pray', 'daily', 'salaah']","[(589, 1), (1412, 1), (1413, 1)]"
29577,"['dixonjos', 'music', 'taste']","[(79, 1), (1495, 1), (9325, 1)]"
29578,['trickfortazz'],"[(470, 1)]"
29579,"['screw', 'music']","[(79, 1), (4101, 1)]"
29580,"['reminder', 'hisd', 'houston', 'food', 'bank', 'food', 'distributions']","[(131, 1), (624, 2), (1959, 1), (2028, 1), (2942, 1), (6480, 1)]"
29581,"['sarimarr', 'gentle', 'parenting']","[(2306, 1), (2479, 1), (2480, 1)]"
29582,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29583,"['william', 'foxnews']","[(8399, 1), (8400, 1)]"
29584,"['blassio', 'police', 'arrest', 'jewish', 'mourners']","[(830, 1), (1074, 1), (4765, 1), (4766, 1), (4767, 1)]"
29585,['allah'],"[(1602, 1)]"
29587,['focus'],"[(9374, 1)]"
29588,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
29589,['burkles'],"[(9007, 1)]"
29591,"['authoritarian', 'hypocrite']","[(7848, 1), (9375, 1)]"
29592,['goooo'],"[(9376, 1)]"
29593,['amerpatriot'],"[(7977, 1)]"
29595,['twill'],"[(7035, 1)]"
29596,"['modern', 'definition', 'arthur', 'cayley']","[(1824, 1), (2311, 1), (9377, 1), (9378, 1)]"
29597,"['conservative', 'woman', 'meat', 'processing', 'plants']","[(322, 1), (4989, 1), (9379, 1), (9380, 1), (9381, 1)]"
29599,"['bitches', 'argument']","[(3069, 1), (3070, 1)]"
29600,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29601,['ahhh'],"[(9382, 1)]"
29602,"['sigh', 'dimwit']","[(2594, 1), (9383, 1)]"
29603,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29605,"['wilsonhackins', 'word']","[(593, 1), (9384, 1)]"
29607,"['davidfrum', 'trump', 'doesn', 'care', 'biden', 'november']","[(4, 1), (25, 1), (26, 1), (576, 1), (577, 1), (9385, 1)]"
29608,['monica'],"[(8683, 1)]"
29609,"['messup', 'clock', 'island']","[(3816, 1), (5811, 1), (9386, 1)]"
29610,"['mishapen', 'crumbs', 'nice', 'schoolteacher', 'milly']","[(1300, 1), (9387, 1), (9388, 1), (9389, 1), (9390, 1)]"
29611,['robe'],"[(9391, 1)]"
29612,['time'],"[(76, 1)]"
29614,"['aeroyaltyfilms', 'heeeeellllll']","[(9392, 1), (9393, 1)]"
29617,"['itsjustkey', 'vito']","[(9394, 1), (9395, 1)]"
29618,"['danpatrick', 'texas', 'reopens', 'phase']","[(121, 1), (1638, 1), (5080, 1), (9396, 1)]"
29619,['type'],"[(125, 1)]"
29623,"['fonzo', 'ball', 'drake']","[(214, 1), (476, 1), (477, 1)]"
29626,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
29627,"['angeles', 'texas', 'thole']","[(121, 1), (2936, 1), (9397, 1)]"
29628,['mfuckas'],"[(9398, 1)]"
29630,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29633,"['mika', 'reade', 'allegations', 'true', 'tactics', 'morn']","[(86, 1), (1894, 1), (3452, 1), (7262, 1), (7849, 1), (7877, 1)]"
29635,"['jess', 'fields', 'idaho', 'ilana', 'rubel', 'idaho', 'house', 'minority', 'leader', 'coronavirus', 'response']","[(411, 1), (571, 1), (682, 1), (1181, 1), (3399, 1), (4937, 1), (9399, 2), (9400, 1), (9401, 1), (9402, 1)]"
29636,"['transition', 'university', 'online', 'share']","[(11, 1), (521, 1), (1254, 1), (6258, 1)]"
29639,"['chyna', 'bandzz', 'family', 'popular']","[(94, 1), (1124, 1), (1761, 1), (1762, 1)]"
29643,"['global', 'pandemic', 'chinese', 'communist', 'party']","[(69, 1), (563, 1), (572, 1), (2762, 1), (9194, 1)]"
29644,"['radio', 'hosts']","[(733, 1), (1632, 1)]"
29645,"['vengeance', 'mutated', 'deadly', 'responders']","[(2631, 1), (9403, 1), (9404, 1), (9405, 1)]"
29647,"['xdigitalpisces', 'game']","[(293, 1), (5281, 1)]"
29651,['virgo'],"[(827, 1)]"
29652,"['revised', 'edition', 'zeppelin', 'hindenburg', 'grossman', 'airships']","[(1010, 1), (9406, 1), (9407, 1), (9408, 1), (9409, 1), (9410, 1)]"
29653,['change'],"[(924, 1)]"
29654,"['demand', 'recovery', 'morris']","[(2869, 1), (5075, 1), (9411, 1)]"
29657,"['jaaaybee', 'size', 'category']","[(644, 1), (645, 1), (646, 1)]"
29659,['covid'],"[(368, 1)]"
29662,"['school', 'final', 'exam', 'jesus', 'girl']","[(161, 1), (162, 1), (163, 1), (164, 1), (165, 1)]"
29666,"['total', 'pleasure']","[(1157, 1), (5708, 1)]"
29667,"['texas', 'crazy']","[(121, 1), (500, 1)]"
29668,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
29669,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
29670,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
29671,"['april', 'gasoline', 'march', 'government', 'data']","[(289, 1), (308, 1), (2183, 1), (2683, 1), (2902, 1)]"
29672,"['rockets', 'guard', 'austin', 'rivers']","[(931, 1), (1564, 1), (3476, 1), (5146, 1)]"
29673,"['richduszak', 'leadership', 'expla']","[(2237, 1), (9412, 1), (9413, 1)]"
29674,"['outstanding', 'impact', 'power', 'play', 'rainmaker']","[(542, 1), (1756, 1), (2612, 1), (6751, 1), (9414, 1)]"
29675,['lord'],"[(623, 1)]"
29676,"['block', 'negative', 'energy']","[(514, 1), (585, 1), (2610, 1)]"
29679,['christian'],"[(1293, 1)]"
29680,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29681,"['deevadlord', 'foreign', 'animals']","[(9415, 1), (9416, 1), (9417, 1)]"
29682,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
29683,['velveetaranch'],"[(2123, 1)]"
29685,"['joey', 'blessin']","[(9418, 1), (9419, 1)]"
29686,['tonio'],"[(9420, 1)]"
29687,['book'],"[(3779, 1)]"
29688,"['moomieswan', 'boomerization', 'process']","[(6421, 1), (9421, 1), (9422, 1)]"
29689,"['betoorourke', 'lives', 'awful', 'situation']","[(3398, 1), (8100, 1), (9262, 1), (9423, 1)]"
29690,"['embolden', 'themselve']","[(9289, 1), (9424, 1)]"
29691,"['kash', 'doll']","[(9425, 1), (9426, 1)]"
29692,['twitter'],"[(27, 1)]"
29693,"['mika', 'lamenting', 'toxic', 'sexist', 'culture', 'meaningful', 'change']","[(247, 1), (924, 1), (1224, 1), (3452, 1), (3690, 1), (7682, 1), (9093, 1)]"
29694,"['constant', 'concern', 'intelligent', 'person', 'nero', 'wolfe', 'rubber']","[(495, 1), (3139, 1), (3843, 1), (4384, 1), (6827, 1), (9341, 1), (9427, 1)]"
29695,"['final', 'boss', 'manic', 'pixie', 'dream', 'girls', 'anemic', 'white']","[(28, 1), (162, 1), (254, 1), (603, 1), (3401, 1), (9428, 1), (9429, 1), (9430, 1)]"
29697,"['josie', 'pussycats', 'tomorrow']","[(80, 1), (1663, 1), (1664, 1)]"
29698,['houston'],"[(131, 1)]"
29700,"['pacechild', 'paceman']","[(9431, 1), (9432, 1)]"
29701,['game'],"[(293, 1)]"
29702,['happy'],"[(45, 1)]"
29703,"['home', 'wake']","[(19, 1), (3193, 1)]"
29705,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29706,"['records', 'wouldn', 'left', 'public', 'life']","[(138, 1), (1628, 1), (1931, 1), (3066, 1), (3620, 1)]"
29707,"['lindsaydauld', 'congrats', 'lisa', 'magical', 'book']","[(1152, 1), (3779, 1), (4801, 1), (9433, 1), (9434, 1)]"
29708,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
29710,"['love', 'prashant', 'douchebag']","[(302, 1), (9435, 1), (9436, 1)]"
29711,"['week', 'short', 'video']","[(661, 1), (1291, 1), (4360, 1)]"
29713,['jesus'],"[(164, 1)]"
29714,"['houston', 'doesn', 'office']","[(26, 1), (131, 1), (968, 1)]"
29715,"['mitchgayns', 'klobuchar', 'whitmer']","[(7438, 1), (9437, 1), (9438, 1)]"
29717,"['armed', 'gunmen']","[(183, 1), (9439, 1)]"
29718,"['chyna', 'bandzz', 'family', 'popular']","[(94, 1), (1124, 1), (1761, 1), (1762, 1)]"
29720,"['amber', 'alert', 'antonio', 'police', 'aurora', 'lopez']","[(182, 1), (746, 1), (830, 1), (4896, 1), (4897, 1), (4957, 1)]"
29724,"['forwards', 'time', 'lebron', 'james', 'larry', 'bird', 'scottie', 'pippen', 'kevin', 'durant']","[(76, 1), (199, 1), (200, 1), (232, 1), (234, 1), (524, 1), (525, 1), (526, 1), (527, 1), (528, 1)]"
